name,address,details,about,city,micromarket,img1,img2,price
"Insppire cowork, Magarpatta, Pune",Near west gate,"Type: Meeting Room, Price: ₹2000/ halfday, Seats: 8 Seater; Type: Private Office, Price: ₹40000 / month, Seats: 3 Seater; Type: Dedicated Desk, Price: ₹7000 / month /, Seats: Option 1","Insppire cowork, Magarpatta is a good choice for companies looking for a coworking space in Pune. It is located in Magarpatta. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Pune,Magarpatta City,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1595479867/u88rlravx9sprrc7gcpa.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1595479945/anhchdndrcwwy8wzfst9.webp,7000.0
"Cowork Anytime, Madhapur, Hyderabad",Near Tirumala Mansion,"Type: Meeting Room, Price: Request for Quote, Seats: 6 Seater; Type: Private Office, Price: ₹10000 / month, Seats: 5 Seater; Type: Dedicated Desk, Price: ₹3000 / month /, Seats: Option 1","Cowork Anytime, Madhapur is a good choice for companies looking for a coworking space in Hyderabad. It is located in Madhapur. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Madhapur,https://qdesq.imagekit.io/tr:w-400/image/upload/v1660201950/krmyvp1tygqner10ujsk.bmp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1660201905/bw9ftowuqszsysn6itvr.jpg,3000.0
"JobsKey, Nampally, Hyderabad",Near DGP Office,"Type: Dedicated Desk, Price: ₹4500 / month /, Seats: Option 1","JobsKey, Nampally is a good choice for companies looking for a coworking space in Hyderabad. It is located in Nampally. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Nampally,https://qdesq.imagekit.io/tr:w-400/image/upload/v1669975195/mhcj3hc7mhnsqqzpoz7r.webp, https://www.qdesq.com/temp/assets/Path-8.png,4500.0
"Oftog, Banjara hills, Hyderabad",Near Karachi Bakery Banjara Hills,"Type: Meeting Room, Price: ₹8000/ halfday, Seats: 25 Seater; Type: Private Office, Price: ₹24000 / month, Seats: 3 Seater; Type: Dedicated Desk, Price: ₹6500 / month /, Seats: Option 1","Oftog, Banjara hills is a good choice for companies looking for a coworking space in Hyderabad. It is located in Banjara hills. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Banjara Hills,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1579691977/gddvyflwphsuuwuoo2cz.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1579691977/lhflwzdygd7hbmqrtric.webp,6500.0
"Apeejay Business Centre, Raj Bhavan Road, Hyderabad",Near Necklace Road Metro Station,"Type: Meeting Room, Price: ₹8200/ halfday, Seats: 12 Seater; Type: Private Office, Price: ₹315000 / month, Seats: 30 Seater; Type: Dedicated Desk, Price: ₹8000 / month /, Seats: Option 1","Apeejay Business Centre, Raj Bhavan Road is a good choice for companies looking for a coworking space in Hyderabad. It is located in Raj Bhavan Road. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Raj Bhavan Road,https://qdesq.imagekit.io/tr:w-400/image/upload/v1617860275/dgwqnha1g40bzkpdwfkt.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1617860277/rf3hcscni1sapo4gulw4.webp,8000.0
"iKeva MB Towers, Banjara Hills, Hyderabad",Near Axis Bank,"Type: Meeting Room, Price: Price not available, Seats: Seater; Type: Dedicated Desk, Price: ₹5500 / month /, Seats: Option 1","iKeva MB Towers, Banjara Hills is a good choice for companies looking for a coworking space in Hyderabad. It is located in Banjara Hills. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Banjara Hills,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1501235016/d3c4l3zc2qewis2ugvu5.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1469630347/naonw2phmsjsyydcdxpf.webp,5500.0
"Regus, Banjara Hills, Hyderabad",Near Care Hospital,"Type: Dedicated Desk, Price: ₹14090 / month /, Seats: Option 1","Regus, Banjara Hills is a good choice for companies looking for a coworking space in Hyderabad. It is located in Banjara Hills. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Banjara Hills,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1530098538/fp4riweuflnkimaoqpin.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1530098542/lcmnvmpb09pnjoqk57qv.webp,14090.0
"AWFIS, Banjara Hills, Hyderabad",Near Indian Bank,"Type: Meeting Room, Price: ₹2800/ halfday, Seats: 4 Seater; Type: Private Office, Price: ₹13000 / month, Seats: 1 Seater; Type: Dedicated Desk, Price: ₹11000 / month /, Seats: Option 1","AWFIS, Banjara Hills is a good choice for companies looking for a coworking space in Hyderabad. It is located in Banjara Hills. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Banjara Hills,https://qdesq.imagekit.io/tr:w-400/image/upload/v1628574155/ek1st93i4jahc1e6fhxx.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1628574579/bussuyjeo53ootj8kr9i.webp,11000.0
"Works 9to9, Somajiguda, Hyderabad",Near Katriya Hotel & Towers,"Type: Dedicated Desk, Price: ₹7500 / month /, Seats: Option 1","Works 9to9, Somajiguda is a good choice for companies looking for a coworking space in Hyderabad. It is located in Somajiguda. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Somajiguda,https://qdesq.imagekit.io/tr:w-400/image/upload/v1646119086/z3vaatjsr2sugcfiba7e.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1646119088/fuuuqort5k9vstxdit3f.webp,7500.0
"My Branch, Somajiguda, Hyderabad",Near Somajiguda,"Type: Private Office, Price: ₹32000 / month, Seats: 4 Seater; Type: Dedicated Desk, Price: ₹6000 / month /, Seats: Option 1; Type: Virtual Office, Price: ₹16000 /year, Seats: ","My Branch, Somajiguda is a good choice for companies looking for a coworking space in Hyderabad. It is located in Somajiguda. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Somajiguda,https://qdesq.imagekit.io/tr:w-400/image/upload/v1623403046/tgc4uzbsizbyvgdpling.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1623403046/crlnh7swffcm22stz6jh.webp,6000.0
"Start Up Facilitators Private Limited, Banjara Hills, Hyderabad",Near VFS GLobal,"Type: Dedicated Desk, Price: ₹4500 / month /, Seats: Option 1; Type: Virtual Office, Price: ₹12000 /year, Seats: ","Start Up Facilitators Private Limited, Banjara Hills is a good choice for companies looking for a coworking space in Hyderabad. It is located in Banjara Hills. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Banjara Hills,https://qdesq.imagekit.io/tr:w-400/image/upload/v1646208856/xyrbkr1ukitnqjii5ilo.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1646208856/c0sv2qvbhx7dflgv2z5j.webp,4500.0
"AWFIS, Anand Banjara Colony, Hyderabad",Near NSL ICON,"Type: Meeting Room, Price: ₹1996/ halfday, Seats: 6 Seater; Type: Private Office, Price: ₹48000 / month, Seats: 4 Seater; Type: Dedicated Desk, Price: ₹10000 / month /, Seats: Option 1","AWFIS, Anand Banjara Colony is a good choice for companies looking for a coworking space in Hyderabad. It is located in Anand Banjara Colony. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Anand Banjara Colony,https://qdesq.imagekit.io/tr:w-400/image/upload/v1694592817/ubjetpdtfa1rypd1gn3r.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1694592754/obraqcjjtvrgjp3lhepe.webp,10000.0
"Nallas Spark, Banjara Hills, Hyderabad",Near Green Valley,"Type: Private Office, Price: ₹30000 / month, Seats: 6 Seater; Type: Dedicated Desk, Price: ₹5000 / month /, Seats: Option 1","Nallas Spark, Banjara Hills is a good choice for companies looking for a coworking space in Hyderabad. It is located in Banjara Hills. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Banjara Hills,https://qdesq.imagekit.io/tr:w-400/image/upload/v1716201829/injmqwaosxuorc7tzpjf.jpg, https://qdesq.imagekit.io/tr:w-400/image/upload/v1716282175/yaerlbc2xbnbdwyrqeni.webp,5000.0
"SandHillHub Coworking Space, Banjara Hills, Hyderabad",Near Journalist Colony,"Type: Meeting Room, Price: ₹4000/ halfday, Seats: 20 Seater; Type: Private Office, Price: ₹72000 / month, Seats: 6 Seater; Type: Dedicated Desk, Price: ₹10500 / month /, Seats: Option 1","SandHillHub Coworking Space, Banjara Hills is a good choice for companies looking for a coworking space in Hyderabad. It is located in Banjara Hills. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Banjara Hills,https://qdesq.imagekit.io/tr:w-400/image/upload/v1708500661/u2sqsggieo099gmgq4k2.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1707741092/nzwskk8rfghragvpddlq.webp,10500.0
"Cert4upro, Punjagutta, Hyderabad",Near Pottery Class Pushpalatha,"Type: Meeting Room, Price: ₹1800/ halfday, Seats: 2 Seater; Type: Private Office, Price: ₹42000 / month, Seats: 6 Seater","Cert4upro, Punjagutta is a good choice for companies looking for a coworking space in Hyderabad. It is located in Punjagutta. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Punjagutta,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1580730931/k8zipw9swftpknkf4bge.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1580730931/sb1tsapwbagjmewazrr2.webp,7000.0
"HatchStation, Begumpet, Hyderabad",Near Chutneys Banquet Hall,"Type: Meeting Room, Price: ₹3600/ halfday, Seats: 8 Seater; Type: Private Office, Price: ₹27500 / month, Seats: 5 Seater","HatchStation, Begumpet is a good choice for companies looking for a coworking space in Hyderabad. It is located in Begumpet. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Begumpet,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1581934489/xydt5oumce7iwoo3elrl.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1581934489/mfoxiduuvw2xjhvbgoan.webp,5500.0
"Cokarma, Begumpet, Hyderabad",Near Durga Towers,"Type: Private Office, Price: ₹36000 / month, Seats: 4 Seater; Type: Dedicated Desk, Price: ₹9000 / month /, Seats: Option 1","Cokarma, Begumpet is a good choice for companies looking for a coworking space in Hyderabad. It is located in Begumpet. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Begumpet,https://qdesq.imagekit.io/tr:w-400/image/upload/v1675326512/s4uvijctethjkykdvsiu.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1675326511/hdbn597ieyrrng0p2esj.webp,9000.0
"Hatch Station, Begumpet, Hyderabad",Near Begumpet Police Station,"Type: Meeting Room, Price: ₹2800/ halfday, Seats: 6 Seater; Type: Private Office, Price: ₹25000 / month, Seats: 6 Seater","Hatch Station, Begumpet is a good choice for companies looking for a coworking space in Hyderabad. It is located in Begumpet. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Begumpet,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1469624220/bryxjxnweqywvnnese60.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1469623706/ujqyatdw2rspcaylheab.webp,4166.0
"Sears Coworking, Begumpet, Hyderabad",Near JBL Service Center,"Type: Private Office, Price: ₹56000 / month, Seats: 8 Seater; Type: Dedicated Desk, Price: ₹7700 / month /, Seats: Option 1","Sears Coworking, Begumpet is a good choice for companies looking for a coworking space in Hyderabad. It is located in Begumpet. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Begumpet,https://qdesq.imagekit.io/tr:w-400/image/upload/v1628847626/weccvemde5dsbemhih9p.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1628847626/zwizc7c1qrwu7ynqssjj.webp,7700.0
"Excellence Leadership Academy, Nagarjuna Nagar , Hyderabad",Near Bhavya's Krishna Residency,"Type: Private Office, Price: ₹12000 / month, Seats: 2 Seater; Type: Dedicated Desk, Price: ₹6000 / month /, Seats: Option 1; Type: Training Room, Price: Price not available, Seats: 26 Seater","Excellence Leadership Academy, Nagarjuna Nagar is a good choice for companies looking for a coworking space in Hyderabad. It is located in Nagarjuna Nagar . The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Nagarjuna Nagar,https://qdesq.imagekit.io/tr:w-400/image/upload/v1657176949/w5wdgqkkoldbctpl8uxx.jpg, https://qdesq.imagekit.io/tr:w-400/image/upload/v1666869351/levlydn0x465bcvre4q7.jpg,6000.0
"Regus, Begumpet, Hyderabad",Near Kamat Lingapur,"Type: Meeting Room, Price: ₹5900/ halfday, Seats: 6 Seater; Type: Private Office, Price: ₹36800 / month, Seats: 3 Seater; Type: Dedicated Desk, Price: ₹16450 / month /, Seats: Option 1","Regus, Begumpet is a good choice for companies looking for a coworking space in Hyderabad. It is located in Begumpet. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Begumpet,https://qdesq.imagekit.io/img/tr:n-detail_image/image/upload/v1585827715/qcsivlyiydar9zklhbx5.jpg, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1530100287/mnwfz72ohlyd5wmr5tkk.webp,16450.0
"Incuspaze, Prakash Nagar, Hyderabad",Near Gumidelli Towers,"Type: Private Office, Price: ₹75000 / month, Seats: 5 Seater; Type: Dedicated Desk, Price: ₹15000 / month /, Seats: Option 1","Incuspaze, Prakash Nagar is a good choice for companies looking for a coworking space in Hyderabad. It is located in Prakash Nagar. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Prakash Nagar,https://qdesq.imagekit.io/tr:w-400/image/upload/v1712303344/v9tv6qcw5qfhff2rd5se.jpg, https://qdesq.imagekit.io/tr:w-400/image/upload/v1712303344/lnfazhtycxc8owvdjaqs.jpg,15000.0
"AWFIS, Begumpet, Hyderabad",Near Passport Seva Kendra - Begumpet Branch,"Type: Meeting Room, Price: ₹3600/ halfday, Seats: 4 Seater; Type: Private Office, Price: ₹26000 / month, Seats: 2 Seater; Type: Dedicated Desk, Price: ₹11000 / month /, Seats: Option 1","AWFIS, Begumpet is a good choice for companies looking for a coworking space in Hyderabad. It is located in Begumpet. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Begumpet,https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1600331553/z0rzauz5yaqkjmms5mnm.webp, https://qdesq.imagekit.io/img/tr:w-400/image/upload/v1600331632/imviuh1p4wnzwxnvyndw.webp,11000.0
"Work@Altis, Ameerpet, Hyderabad",Near Vasavi MPM Grand,"Type: Meeting Room, Price: ₹4000/ halfday, Seats: 4 Seater; Type: Private Office, Price: ₹54000 / month, Seats: 4 Seater","Work@Altis, Ameerpet is a good choice for companies looking for a coworking space in Hyderabad. It is located in Ameerpet. The venue enjoys a great location advantage and provides easy and fast connectivity to the major transit points of the city. more",Hyderabad,Ameerpet,https://qdesq.imagekit.io/tr:w-400/image/upload/v1718366919/jeablgrog3tlnr9l4xyl.webp, https://qdesq.imagekit.io/tr:w-400/image/upload/v1718366799/cuhn43frrzphicdrv0ss.webp,13500.0
